tsne_1,tsne_2,method,gas_class
-89.5992,9.507461,Best Traditional ML,6
-58.45554,-24.771828,Best Traditional ML,6
-35.6197,-38.545002,Best Traditional ML,6
-58.770588,-25.087011,Best Traditional ML,6
-56.170837,-28.245602,Best Traditional ML,6
-34.98356,-38.5049,Best Traditional ML,6
-53.65589,-27.955801,Best Traditional ML,6
-55.61988,-25.255808,Best Traditional ML,6
-51.835373,-19.447546,Best Traditional ML,6
-57.761364,-25.344624,Best Traditional ML,6
-57.312965,-27.848063,Best Traditional ML,6
-57.56646,-25.241268,Best Traditional ML,6
-34.93424,-38.19031,Best Traditional ML,6
-59.901505,-25.681643,Best Traditional ML,6
-56.10015,-28.461521,Best Traditional ML,6
-24.141956,-25.490423,Best Traditional ML,6
-55.615803,-25.237362,Best Traditional ML,6
-25.91942,-22.86667,Best Traditional ML,6
-89.4949,9.537075,Best Traditional ML,6
-58.45177,-24.997997,Best Traditional ML,6
-35.568924,-38.561268,Best Traditional ML,6
-58.65002,-25.597141,Best Traditional ML,6
-56.65463,-27.972738,Best Traditional ML,6
-56.02369,-28.475712,Best Traditional ML,6
-24.820322,-24.50677,Best Traditional ML,6
-89.43096,9.401763,Best Traditional ML,6
-58.56725,-25.836828,Best Traditional ML,6
-35.185978,-38.98951,Best Traditional ML,6
-59.575203,-26.577406,Best Traditional ML,6
-59.296684,-26.412191,Best Traditional ML,6
-57.082836,-28.64007,Best Traditional ML,6
-35.104996,-38.990704,Best Traditional ML,6
-53.457104,-28.279531,Best Traditional ML,6
-55.42692,-28.391829,Best Traditional ML,6
-57.82447,-26.050423,Best Traditional ML,6
-35.248814,-37.93682,Best Traditional ML,6
-60.105343,-26.306406,Best Traditional ML,6
-57.810596,-28.373802,Best Traditional ML,6
-24.609772,-25.06804,Best Traditional ML,6
-89.49068,9.320916,Best Traditional ML,6
-58.20593,-25.377682,Best Traditional ML,6
-26.469751,-22.749142,Best Traditional ML,6
-56.016987,-27.978657,Best Traditional ML,6
-57.926006,-26.597952,Best Traditional ML,6
-35.45006,-38.576744,Best Traditional ML,6
-59.92092,-26.49949,Best Traditional ML,6
-57.784084,-28.387466,Best Traditional ML,6
-22.426634,-35.194138,Best Traditional ML,6
1.6913954,-9.5939245,Best Traditional ML,6
-1.0000921,-10.0486145,Best Traditional ML,6
-6.601219,-6.483789,Best Traditional ML,6
-5.0895967,-7.087284,Best Traditional ML,6
0.3698753,-9.784856,Best Traditional ML,6
-0.70907533,-10.097893,Best Traditional ML,6
-6.8701773,-6.430685,Best Traditional ML,6
-4.8052144,-7.3105917,Best Traditional ML,6
0.4222936,-9.926359,Best Traditional ML,6
-22.450253,-35.02487,Best Traditional ML,6
1.1130172,-9.835805,Best Traditional ML,6
-7.0613937,-6.4532623,Best Traditional ML,6
-5.046479,-7.253234,Best Traditional ML,6
0.67640567,-9.634607,Best Traditional ML,6
-22.814274,-35.281487,Best Traditional ML,6
1.542882,-9.685129,Best Traditional ML,6
-0.9754925,-10.076634,Best Traditional ML,6
-22.556263,-35.003143,Best Traditional ML,6
-6.765101,-6.496178,Best Traditional ML,6
-5.118231,-7.0456886,Best Traditional ML,6
0.6779357,-9.761334,Best Traditional ML,6
0.8354178,-10.070064,Best Traditional ML,6
-0.90707016,-10.031853,Best Traditional ML,6
0.017029528,-10.081153,Best Traditional ML,6
-22.54267,-35.160675,Best Traditional ML,6
1.2911996,-9.777574,Best Traditional ML,6
-0.95847976,-10.029338,Best Traditional ML,6
-5.952209,-6.5446577,Best Traditional ML,6
-4.736461,-7.388119,Best Traditional ML,6
-6.067014,-6.5345197,Best Traditional ML,6
-4.874968,-7.1808257,Best Traditional ML,6
0.8669697,-10.039523,Best Traditional ML,6
-22.471657,-35.064713,Best Traditional ML,6
1.4541323,-9.730177,Best Traditional ML,6
-0.6379433,-9.949173,Best Traditional ML,6
-1.0229428,-10.096292,Best Traditional ML,6
-6.4432254,-6.494966,Best Traditional ML,6
-4.762777,-7.2609935,Best Traditional ML,6
0.4125292,-9.877451,Best Traditional ML,6
-22.629519,-35.370594,Best Traditional ML,6
1.3302523,-9.716079,Best Traditional ML,6
0.8128617,-9.914835,Best Traditional ML,6
-0.7302371,-10.0184355,Best Traditional ML,6
-21.397575,-33.097168,Best Traditional ML,6
-6.210153,-6.6142135,Best Traditional ML,6
-4.4176016,-7.3764267,Best Traditional ML,6
0.39899817,-10.139173,Best Traditional ML,6
-22.722698,-35.28862,Best Traditional ML,6
0.9458158,-9.947344,Best Traditional ML,6
-1.0345669,-10.282302,Best Traditional ML,6
-6.4134555,-5.8324633,Best Traditional ML,6
-4.6892557,-7.354206,Best Traditional ML,6
0.07385039,-10.279011,Best Traditional ML,6
-7.0056934,-6.436606,Best Traditional ML,6
-4.917155,-7.2169633,Best Traditional ML,6
-0.045226954,-10.283379,Best Traditional ML,6
-22.738682,-35.297108,Best Traditional ML,6
0.81770396,-10.015069,Best Traditional ML,6
-0.9469883,-10.03458,Best Traditional ML,6
-24.917557,-34.65911,Best Traditional ML,6
-21.524876,-22.788307,Best Traditional ML,6
-24.803762,-19.215284,Best Traditional ML,6
-19.500069,-28.935097,Best Traditional ML,6
-24.812323,-17.31765,Best Traditional ML,6
-23.68409,-16.869646,Best Traditional ML,6
-23.854372,-16.992517,Best Traditional ML,6
-19.570337,-29.03413,Best Traditional ML,6
-25.439564,-18.0355,Best Traditional ML,6
-23.748695,-19.306747,Best Traditional ML,6
-20.232342,-32.014233,Best Traditional ML,6
-19.654266,-23.710081,Best Traditional ML,6
-18.865494,-30.172497,Best Traditional ML,6
-25.973959,-18.715094,Best Traditional ML,6
-22.792835,-22.232908,Best Traditional ML,6
-19.918795,-31.797434,Best Traditional ML,6
-19.34557,-24.042685,Best Traditional ML,6
-26.77864,-19.077051,Best Traditional ML,6
-19.873865,-31.728235,Best Traditional ML,6
-19.625305,-29.010403,Best Traditional ML,6
-26.520262,-18.170492,Best Traditional ML,6
-21.823277,-22.67772,Best Traditional ML,6
-18.465496,-25.718235,Best Traditional ML,6
-27.585978,-18.324162,Best Traditional ML,6
-24.306639,-21.44608,Best Traditional ML,6
-19.77846,-31.677025,Best Traditional ML,6
-18.448933,-25.714191,Best Traditional ML,6
-27.072426,-18.864594,Best Traditional ML,6
-19.027176,-30.399054,Best Traditional ML,6
-25.988813,-24.903484,Best Traditional ML,6
-19.157396,-30.089085,Best Traditional ML,6
-25.863653,-25.012259,Best Traditional ML,6
-21.875383,-23.310633,Best Traditional ML,6
-19.85533,-31.68814,Best Traditional ML,6
-18.887007,-24.475748,Best Traditional ML,6
-27.038858,-18.855818,Best Traditional ML,6
-26.263882,-19.681904,Best Traditional ML,6
-23.012806,-26.516483,Best Traditional ML,6
-25.891026,-18.96942,Best Traditional ML,6
-22.127138,-21.900606,Best Traditional ML,6
-20.20256,-32.015526,Best Traditional ML,6
-19.148918,-24.149618,Best Traditional ML,6
-18.199478,-25.011654,Best Traditional ML,6
-26.459368,-19.231363,Best Traditional ML,6
-20.053722,-31.877613,Best Traditional ML,6
-22.758842,-25.596825,Best Traditional ML,6
-26.36191,-19.148283,Best Traditional ML,6
-21.872038,-23.864723,Best Traditional ML,6
-20.082605,-31.879269,Best Traditional ML,6
-18.86365,-24.19668,Best Traditional ML,6
-25.269016,-19.668701,Best Traditional ML,6
-23.496218,-25.977905,Best Traditional ML,6
-25.955462,-19.023237,Best Traditional ML,6
-22.471079,-22.665724,Best Traditional ML,6
-23.026943,-25.721123,Best Traditional ML,6
-25.873678,-19.212858,Best Traditional ML,6
-21.998476,-22.584322,Best Traditional ML,6
-20.406956,-32.161583,Best Traditional ML,6
-21.187162,-22.062695,Best Traditional ML,6
-25.58891,-19.772985,Best Traditional ML,6
-34.998592,-38.551643,Best Traditional ML,6
-58.10214,-26.650312,Best Traditional ML,6
-89.76776,9.152587,Best Traditional ML,6
-25.219173,-24.895662,Best Traditional ML,6
-54.771328,-27.989632,Best Traditional ML,6
-59.813698,-29.67329,Best Traditional ML,6
-89.61816,9.107655,Best Traditional ML,6
-25.364723,-24.863295,Best Traditional ML,6
-54.512543,-28.102375,Best Traditional ML,6
-90.20058,8.847018,Best Traditional ML,6
-34.998188,-38.5213,Best Traditional ML,6
-90.41211,11.926363,Best Traditional ML,6
-25.28959,-24.711048,Best Traditional ML,6
-56.658245,-25.192608,Best Traditional ML,6
-89.71514,9.405237,Best Traditional ML,6
-35.294727,-38.563805,Best Traditional ML,6
-90.41193,11.919101,Best Traditional ML,6
-57.273617,-27.834005,Best Traditional ML,6
-34.773552,-38.089016,Best Traditional ML,6
-26.81942,-22.70164,Best Traditional ML,6
-54.64293,-27.125618,Best Traditional ML,6
-56.794655,-27.665657,Best Traditional ML,6
-89.143,27.84402,Best Traditional ML,6
-56.74179,-28.595358,Best Traditional ML,6
-55.750694,-27.836426,Best Traditional ML,6
-34.96579,-38.55405,Best Traditional ML,6
-89.148476,27.836996,Best Traditional ML,6
-89.396385,9.276899,Best Traditional ML,6
-25.257607,-25.171808,Best Traditional ML,6
-54.334873,-28.157497,Best Traditional ML,6
-25.490944,-24.18469,Best Traditional ML,6
-53.752384,-27.172382,Best Traditional ML,6
-55.98055,-28.394726,Best Traditional ML,6
-35.29051,-38.547665,Best Traditional ML,6
-89.800415,8.828308,Best Traditional ML,6
-89.35651,8.985029,Best Traditional ML,6
-56.65148,-29.156443,Best Traditional ML,6
-25.259624,-25.185753,Best Traditional ML,6
-55.958344,-27.50344,Best Traditional ML,6
-58.917305,-26.823536,Best Traditional ML,6
-35.066113,-37.75361,Best Traditional ML,6
-89.85277,8.990415,Best Traditional ML,6
-59.006042,-28.080854,Best Traditional ML,6
-89.804756,9.0907,Best Traditional ML,6
-34.94774,-38.50483,Best Traditional ML,6
-26.9014,-22.835175,Best Traditional ML,6
-55.848442,-27.829672,Best Traditional ML,6
-58.93568,-27.816128,Best Traditional ML,6
-35.28856,-38.560753,Best Traditional ML,6
-86.78614,-5.260599,Best Traditional ML,6
-58.072105,-28.623968,Best Traditional ML,6
-24.735512,-25.392658,Best Traditional ML,6
-57.29312,-27.216114,Best Traditional ML,6
-57.85493,-27.066566,Best Traditional ML,6
-26.374138,-22.96662,Best Traditional ML,6
-55.047115,-27.655888,Best Traditional ML,6
-57.844494,-27.829939,Best Traditional ML,6
-35.152317,-38.089527,Best Traditional ML,6
-86.76552,-5.2607656,Best Traditional ML,6
-57.396988,-29.029478,Best Traditional ML,6
-80.42991,43.22229,EEGNet-like Baseline,1
-83.062836,38.08216,EEGNet-like Baseline,1
-81.44437,41.56861,EEGNet-like Baseline,1
-83.0821,38.39215,EEGNet-like Baseline,1
-81.46043,42.292065,EEGNet-like Baseline,1
-78.50994,42.24549,EEGNet-like Baseline,1
-65.81188,0.24485174,EEGNet-like Baseline,1
-78.904106,43.618065,EEGNet-like Baseline,1
-80.5447,42.50415,EEGNet-like Baseline,1
-80.55115,42.48033,EEGNet-like Baseline,1
-83.24161,37.38305,EEGNet-like Baseline,1
-81.4725,41.986626,EEGNet-like Baseline,1
-79.78145,44.347363,EEGNet-like Baseline,1
-65.99237,0.3952226,EEGNet-like Baseline,1
-78.464,43.08137,EEGNet-like Baseline,1
-78.27343,42.733456,EEGNet-like Baseline,1
-80.69991,42.1278,EEGNet-like Baseline,1
-64.72018,-0.12780543,EEGNet-like Baseline,1
-83.04303,38.358486,EEGNet-like Baseline,1
-81.52515,42.01219,EEGNet-like Baseline,1
-79.96916,43.883118,EEGNet-like Baseline,1
-65.928375,0.047035128,EEGNet-like Baseline,1
-79.095055,43.574295,EEGNet-like Baseline,1
-81.10295,41.836563,EEGNet-like Baseline,1
-83.37454,37.665985,EEGNet-like Baseline,1
-81.29484,41.621857,EEGNet-like Baseline,1
-79.79313,44.53775,EEGNet-like Baseline,1
-83.19584,38.649845,EEGNet-like Baseline,1
-81.34993,41.24663,EEGNet-like Baseline,1
-79.72269,44.3829,EEGNet-like Baseline,1
-65.79418,0.4016761,EEGNet-like Baseline,1
-78.00428,46.966675,EEGNet-like Baseline,1
-80.72432,42.686375,EEGNet-like Baseline,1
-62.145153,0.07234892,EEGNet-like Baseline,1
-75.54378,53.141167,EEGNet-like Baseline,1
-80.22066,48.70273,EEGNet-like Baseline,1
-83.22801,37.623055,EEGNet-like Baseline,1
-80.83968,47.679882,EEGNet-like Baseline,1
-77.458176,51.2307,EEGNet-like Baseline,1
-80.003975,48.827953,EEGNet-like Baseline,1
-82.2324,37.628296,EEGNet-like Baseline,1
-82.03502,44.76299,EEGNet-like Baseline,1
-77.10445,49.994987,EEGNet-like Baseline,1
-62.586056,-0.06191804,EEGNet-like Baseline,1
-75.96679,52.92686,EEGNet-like Baseline,1
-82.46682,37.579582,EEGNet-like Baseline,1
-81.87173,45.41177,EEGNet-like Baseline,1
-77.51625,51.275257,EEGNet-like Baseline,1
-64.34438,0.20349869,EEGNet-like Baseline,1
-75.852295,53.056942,EEGNet-like Baseline,1
-80.79742,48.811543,EEGNet-like Baseline,1
-65.27885,0.1837527,EEGNet-like Baseline,1
-81.4547,38.082474,EEGNet-like Baseline,1
-80.7006,46.317165,EEGNet-like Baseline,1
-79.10091,49.65628,EEGNet-like Baseline,1
-76.57185,52.22362,EEGNet-like Baseline,1
-79.92988,48.786232,EEGNet-like Baseline,1
-78.84836,49.51157,EEGNet-like Baseline,1
-66.361725,0.60029006,EEGNet-like Baseline,1
-76.28705,52.619194,EEGNet-like Baseline,1
-80.00803,48.03066,EEGNet-like Baseline,1
-81.818085,38.236496,EEGNet-like Baseline,1
-82.19997,45.52766,EEGNet-like Baseline,1
-82.099464,37.87783,EEGNet-like Baseline,1
-80.560295,46.895073,EEGNet-like Baseline,1
-77.81902,50.526142,EEGNet-like Baseline,1
-65.657745,0.6965476,EEGNet-like Baseline,1
-76.49296,52.91362,EEGNet-like Baseline,1
-79.8979,47.755527,EEGNet-like Baseline,1
-80.47199,49.002308,EEGNet-like Baseline,1
-82.30314,37.484196,EEGNet-like Baseline,1
-82.20843,45.33392,EEGNet-like Baseline,1
-78.096634,49.930347,EEGNet-like Baseline,1
-65.37944,-0.018201781,EEGNet-like Baseline,1
-76.728424,52.9012,EEGNet-like Baseline,1
-76.878746,51.858227,EEGNet-like Baseline,1
-79.210014,49.481186,EEGNet-like Baseline,1
-65.58935,0.082232304,EEGNet-like Baseline,1
-82.04534,39.226105,EEGNet-like Baseline,1
-80.212326,45.834743,EEGNet-like Baseline,1
-78.65259,50.338276,EEGNet-like Baseline,1
-65.837166,0.022901671,EEGNet-like Baseline,1
-76.48422,52.41095,EEGNet-like Baseline,1
-79.59154,47.55245,EEGNet-like Baseline,1
-82.6763,38.090927,EEGNet-like Baseline,1
-80.2487,46.12241,EEGNet-like Baseline,1
-78.61736,50.171085,EEGNet-like Baseline,1
-82.24016,37.759254,EEGNet-like Baseline,1
-81.05556,45.800488,EEGNet-like Baseline,1
-77.75492,50.868988,EEGNet-like Baseline,1
-64.736,-0.04301395,EEGNet-like Baseline,1
-76.43973,52.84051,EEGNet-like Baseline,1
-79.26978,48.32083,EEGNet-like Baseline,1
-80.94865,37.494617,EEGNet-like Baseline,1
-76.51139,52.65145,EEGNet-like Baseline,1
-80.31278,47.18894,EEGNet-like Baseline,1
-82.089424,38.503067,EEGNet-like Baseline,1
-80.965706,45.57105,EEGNet-like Baseline,1
-78.49838,50.47187,EEGNet-like Baseline,1
-79.360435,48.27374,EEGNet-like Baseline,1
-82.1042,38.096516,EEGNet-like Baseline,1
-81.495285,46.119987,EEGNet-like Baseline,1
-77.09552,51.071,EEGNet-like Baseline,1
-65.23895,0.37917113,EEGNet-like Baseline,1
-76.485954,52.330364,EEGNet-like Baseline,1
-82.57873,37.68957,EEGNet-like Baseline,1
-80.15671,46.35796,EEGNet-like Baseline,1
-79.11202,48.658745,EEGNet-like Baseline,1
-64.415886,-0.21879068,EEGNet-like Baseline,1
-76.390564,52.003265,EEGNet-like Baseline,1
-79.78331,47.64574,EEGNet-like Baseline,1
-65.11972,-0.024766602,EEGNet-like Baseline,1
-82.08457,38.49514,EEGNet-like Baseline,1
-80.35476,45.98785,EEGNet-like Baseline,1
-78.602875,49.988228,EEGNet-like Baseline,1
-76.8043,51.304924,EEGNet-like Baseline,1
-80.69754,46.42317,EEGNet-like Baseline,1
-78.00328,49.38273,EEGNet-like Baseline,1
-64.969536,0.19472197,EEGNet-like Baseline,1
-76.60489,51.67422,EEGNet-like Baseline,1
-79.80216,46.937916,EEGNet-like Baseline,1
-83.10818,38.020508,EEGNet-like Baseline,1
-81.08642,44.897484,EEGNet-like Baseline,1
-82.65232,38.16527,EEGNet-like Baseline,1
-80.70606,45.192192,EEGNet-like Baseline,1
-78.54818,48.742626,EEGNet-like Baseline,1
-64.80488,-0.060221456,EEGNet-like Baseline,1
-76.0829,51.05908,EEGNet-like Baseline,1
-80.55636,44.647022,EEGNet-like Baseline,1
-80.52237,45.229294,EEGNet-like Baseline,1
-82.71275,38.553726,EEGNet-like Baseline,1
-81.04617,45.188656,EEGNet-like Baseline,1
-78.61712,49.337128,EEGNet-like Baseline,1
-64.368065,0.034696408,EEGNet-like Baseline,1
-76.40979,51.553936,EEGNet-like Baseline,1
-77.42213,50.270145,EEGNet-like Baseline,1
-81.22611,45.676807,EEGNet-like Baseline,1
-64.414604,-0.15832661,EEGNet-like Baseline,1
-82.96534,38.60205,EEGNet-like Baseline,1
-80.35941,45.22292,EEGNet-like Baseline,1
-78.48907,49.235878,EEGNet-like Baseline,1
-63.816177,0.26806462,EEGNet-like Baseline,1
-75.82677,50.90833,EEGNet-like Baseline,1
-79.60986,47.32399,EEGNet-like Baseline,1
-82.76006,37.644184,EEGNet-like Baseline,1
-81.45184,42.500866,EEGNet-like Baseline,1
-78.31751,48.91372,EEGNet-like Baseline,1
-83.020195,37.697937,EEGNet-like Baseline,1
-81.72081,44.540714,EEGNet-like Baseline,1
-78.67521,48.70909,EEGNet-like Baseline,1
-65.7344,0.15776204,EEGNet-like Baseline,1
-76.26119,51.799675,EEGNet-like Baseline,1
-80.795555,45.522182,EEGNet-like Baseline,1
-58.245377,2.8257885,EEGNet-like Baseline,1
-63.03347,41.69121,EEGNet-like Baseline,1
-55.538456,17.848074,EEGNet-like Baseline,1
-51.90159,4.6685967,EEGNet-like Baseline,1
-56.418163,17.63736,EEGNet-like Baseline,1
-58.034645,27.850437,EEGNet-like Baseline,1
-58.418682,27.612478,EEGNet-like Baseline,1
-58.644085,14.646858,EEGNet-like Baseline,1
-56.860184,18.314276,EEGNet-like Baseline,1
-58.06219,29.6867,EEGNet-like Baseline,1
-57.635967,0.9247203,EEGNet-like Baseline,1
-51.673466,39.05126,EEGNet-like Baseline,1
-52.351093,6.2542114,EEGNet-like Baseline,1
-59.92456,20.793953,EEGNet-like Baseline,1
-55.10563,17.89973,EEGNet-like Baseline,1
-52.166077,4.623914,EEGNet-like Baseline,1
-40.19683,36.16646,EEGNet-like Baseline,1
-58.42488,27.771181,EEGNet-like Baseline,1
-51.614517,2.3131893,EEGNet-like Baseline,1
-60.640366,14.870368,EEGNet-like Baseline,1
-60.26424,20.356606,EEGNet-like Baseline,1
-58.02697,29.92223,EEGNet-like Baseline,1
-57.227673,29.150412,EEGNet-like Baseline,1
-58.660477,29.544134,EEGNet-like Baseline,1
-63.070385,39.875256,EEGNet-like Baseline,1
-58.921787,2.123985,EEGNet-like Baseline,1
-57.682064,43.15621,EEGNet-like Baseline,1
-58.6672,27.52876,EEGNet-like Baseline,1
-62.202522,14.775687,EEGNet-like Baseline,1
-61.45388,23.518,EEGNet-like Baseline,1
-61.920395,14.640815,EEGNet-like Baseline,1
-61.387413,24.914331,EEGNet-like Baseline,1
-62.24792,34.992958,EEGNet-like Baseline,1
-57.75141,0.48040417,EEGNet-like Baseline,1
-63.078213,40.822327,EEGNet-like Baseline,1
-63.514324,29.442707,EEGNet-like Baseline,1
-62.156467,30.933456,EEGNet-like Baseline,1
-62.664814,15.636922,EEGNet-like Baseline,1
-61.34942,26.085667,EEGNet-like Baseline,1
-51.900314,34.500336,EEGNet-like Baseline,1
-57.489395,0.2793979,EEGNet-like Baseline,1
-62.20316,42.47467,EEGNet-like Baseline,1
-62.76428,43.101192,EEGNet-like Baseline,1
-63.273697,39.828426,EEGNet-like Baseline,1
-59.35079,2.782367,EEGNet-like Baseline,1
-59.07529,18.519537,EEGNet-like Baseline,1
-61.805946,26.337883,EEGNet-like Baseline,1
-60.158245,40.07047,EEGNet-like Baseline,1
-58.384445,1.4842184,EEGNet-like Baseline,1
-62.536068,43.153553,EEGNet-like Baseline,1
-61.2583,34.755753,EEGNet-like Baseline,1
-58.978363,18.020193,EEGNet-like Baseline,1
-62.233772,28.5894,EEGNet-like Baseline,1
-60.5519,40.18075,EEGNet-like Baseline,1
-62.054527,17.162573,EEGNet-like Baseline,1
-62.08737,25.326368,EEGNet-like Baseline,1
-61.31341,40.333054,EEGNet-like Baseline,1
-59.24719,2.0763469,EEGNet-like Baseline,1
-63.723866,44.221165,EEGNet-like Baseline,1
-62.748943,34.694237,EEGNet-like Baseline,1
-66.53316,0.6517469,EEGNet-like Baseline,1
-79.08938,50.431618,EEGNet-like Baseline,1
-68.17155,42.54674,EEGNet-like Baseline,1
-61.53913,14.011395,EEGNet-like Baseline,1
-61.72281,23.815945,EEGNet-like Baseline,1
-58.286423,32.62655,EEGNet-like Baseline,1
-58.372677,29.764637,EEGNet-like Baseline,1
-61.240456,14.343764,EEGNet-like Baseline,1
-61.715313,23.874542,EEGNet-like Baseline,1
-58.20331,32.277596,EEGNet-like Baseline,1
-38.892815,-26.765875,EEGNet-like Baseline,1
-58.020687,42.783596,EEGNet-like Baseline,1
-62.131058,12.725163,EEGNet-like Baseline,1
-61.65264,23.52373,EEGNet-like Baseline,1
-64.08925,42.53877,EEGNet-like Baseline,1
-38.62682,-26.04054,EEGNet-like Baseline,1
-61.27204,45.64703,EEGNet-like Baseline,1
-64.20128,30.453312,EEGNet-like Baseline,1
-57.33402,0.024403468,EEGNet-like Baseline,1
-61.24626,14.183252,EEGNet-like Baseline,1
-62.114323,24.38234,EEGNet-like Baseline,1
-61.577034,39.021812,EEGNet-like Baseline,1
-57.901485,42.053276,EEGNet-like Baseline,1
-62.86584,39.91527,EEGNet-like Baseline,1
-51.238983,55.604206,EEGNet-like Baseline,1
-41.182514,-30.282047,EEGNet-like Baseline,1
-61.199776,46.183537,EEGNet-like Baseline,1
-62.530388,34.748726,EEGNet-like Baseline,1
-48.225777,-10.763072,EEGNet-like Baseline,1
-63.95589,29.248913,EEGNet-like Baseline,1
-61.870186,14.279814,EEGNet-like Baseline,1
-61.822323,24.543798,EEGNet-like Baseline,1
-57.962013,41.058613,EEGNet-like Baseline,1
-38.30353,-26.588753,EEGNet-like Baseline,1
-62.08337,48.23731,EEGNet-like Baseline,1
-62.508762,39.618137,EEGNet-like Baseline,1
-63.368546,34.716537,EEGNet-like Baseline,1
-60.885403,14.681893,EEGNet-like Baseline,1
-64.27662,29.348661,EEGNet-like Baseline,1
-57.98034,32.035423,EEGNet-like Baseline,1
-38.469074,-26.435066,EEGNet-like Baseline,1
-61.950615,49.2229,EEGNet-like Baseline,1
-57.586258,42.186222,EEGNet-like Baseline,1
-67.851845,42.68826,EEGNet-like Baseline,1
-39.92538,-26.670603,EEGNet-like Baseline,1
-63.223087,15.589517,EEGNet-like Baseline,1
-64.48368,29.037292,EEGNet-like Baseline,1
-66.35532,45.21478,EEGNet-like Baseline,1
-38.857845,-27.068663,EEGNet-like Baseline,1
-61.90084,51.327133,EEGNet-like Baseline,1
-65.4019,42.81502,EEGNet-like Baseline,1
-63.315468,14.519139,EEGNet-like Baseline,1
-66.066605,33.33918,EEGNet-like Baseline,1
-64.83335,46.824654,EEGNet-like Baseline,1
-63.15231,14.325271,EEGNet-like Baseline,1
-64.904106,30.090755,EEGNet-like Baseline,1
-64.461266,46.577892,EEGNet-like Baseline,1
-39.42139,-26.927631,EEGNet-like Baseline,1
-62.043148,50.86163,EEGNet-like Baseline,1
-66.36317,43.83646,EEGNet-like Baseline,1
-38.53288,-28.471622,EEGNet-like Baseline,1
-62.414696,49.84614,EEGNet-like Baseline,1
-65.318504,40.35305,EEGNet-like Baseline,1
-47.427593,-8.564499,EEGNet-like Baseline,1
-66.36525,35.077854,EEGNet-like Baseline,1
-66.05728,44.172916,EEGNet-like Baseline,1
-64.559586,43.979958,EEGNet-like Baseline,1
-62.81337,14.311713,EEGNet-like Baseline,1
-65.98845,33.57327,EEGNet-like Baseline,1
-64.00944,44.98965,EEGNet-like Baseline,1
-37.064163,-27.495924,EEGNet-like Baseline,1
-62.20771,49.994545,EEGNet-like Baseline,1
-63.108463,15.010188,EEGNet-like Baseline,1
-65.99739,32.87714,EEGNet-like Baseline,1
-64.98633,46.014168,EEGNet-like Baseline,1
-38.25041,-27.524664,EEGNet-like Baseline,1
-62.33309,50.155064,EEGNet-like Baseline,1
-64.76118,44.208374,EEGNet-like Baseline,1
-37.933044,-27.427658,EEGNet-like Baseline,1
-63.596474,15.610948,EEGNet-like Baseline,1
-66.04169,34.219692,EEGNet-like Baseline,1
-64.09429,45.794174,EEGNet-like Baseline,1
-62.35453,49.818928,EEGNet-like Baseline,1
-66.05305,43.974873,EEGNet-like Baseline,1
-64.13522,45.975304,EEGNet-like Baseline,1
-38.61157,-28.645386,EEGNet-like Baseline,1
-62.348812,49.66009,EEGNet-like Baseline,1
-65.043816,43.899982,EEGNet-like Baseline,1
-61.985508,14.158263,EEGNet-like Baseline,1
-66.16601,34.07375,EEGNet-like Baseline,1
-62.948185,14.047215,EEGNet-like Baseline,1
-66.31515,34.76774,EEGNet-like Baseline,1
-64.00906,46.6917,EEGNet-like Baseline,1
-38.381702,-27.84582,EEGNet-like Baseline,1
-62.381016,50.233994,EEGNet-like Baseline,1
-64.58511,44.26753,EEGNet-like Baseline,1
-66.15144,44.047955,EEGNet-like Baseline,1
-63.360687,14.968686,EEGNet-like Baseline,1
-66.10945,33.383965,EEGNet-like Baseline,1
-65.07796,45.50294,EEGNet-like Baseline,1
-38.077427,-27.044394,EEGNet-like Baseline,1
-62.4478,49.594257,EEGNet-like Baseline,1
-62.194004,50.292797,EEGNet-like Baseline,1
-65.364265,43.719543,EEGNet-like Baseline,1
-38.540936,-27.248579,EEGNet-like Baseline,1
-63.83486,15.653238,EEGNet-like Baseline,1
-65.04829,41.92064,EEGNet-like Baseline,1
-63.934258,44.694878,EEGNet-like Baseline,1
-38.364174,-26.690926,EEGNet-like Baseline,1
-62.133156,50.79562,EEGNet-like Baseline,1
-64.230545,43.489708,EEGNet-like Baseline,1
-62.97801,15.202785,EEGNet-like Baseline,1
-66.3058,34.87023,EEGNet-like Baseline,1
-65.14755,44.72912,EEGNet-like Baseline,1
-62.83259,15.507772,EEGNet-like Baseline,1
-65.814926,34.138603,EEGNet-like Baseline,1
-63.199574,45.939823,EEGNet-like Baseline,1
-60.162243,1.4361212,EEGNet-like Baseline,1
-62.125916,49.74761,EEGNet-like Baseline,1
-66.38785,44.20952,EEGNet-like Baseline,1
-60.929794,1.7359555,EEGNet-like Baseline,1
-59.845646,45.613613,EEGNet-like Baseline,1
-58.890476,32.843433,EEGNet-like Baseline,1
-60.127354,14.64251,EEGNet-like Baseline,1
-60.61849,25.266674,EEGNet-like Baseline,1
-58.50534,34.620617,EEGNet-like Baseline,1
-60.616203,32.501007,EEGNet-like Baseline,1
-60.6697,13.973276,EEGNet-like Baseline,1
-61.460655,25.827547,EEGNet-like Baseline,1
-59.37363,33.18586,EEGNet-like Baseline,1
-61.21279,0.6014617,EEGNet-like Baseline,1
-60.03968,43.30546,EEGNet-like Baseline,1
-61.79988,17.01074,EEGNet-like Baseline,1
-60.95993,25.688072,EEGNet-like Baseline,1
